Portfolio,Department/Agency,Outcome,Program,Expense type,Appropriation type,Description,2023-24,2024-25,2025-26,2026-27,2027-28,Source document,Source table,URL
Attorney-General's,Australian Financial Security Authority,"Outcome 1: Maintain confidence in Australia's personal insolvency and personal property securities systems by delivering fair, efficient and effective regulatory, trustee, registry and information services",Program 1.2: Operation of a National Register of Security Interests in Personal Property,Departmental Expenses,s74 External Revenue,,43734,48198,49805,51389,51389,2024-25 PB Statement AFSA.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Australian Financial Security Authority,"Outcome 1: Maintain confidence in Australia's personal insolvency and personal property securities systems by delivering fair, efficient and effective regulatory, trustee, registry and information services",Program 1.2: Operation of a National Register of Security Interests in Personal Property,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,154,0,0,0,0,2024-25 PB Statement AFSA.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Australian Human Rights Commission,"Outcome 1: An Australian society in which human rights are respected, protected and promoted through independent investigation and resolution of complaints, exercise of regulatory functions, contributions to law and policy reforms, research, education, partnerships, and monitoring and reporting on human rights","Program 1.1: Australians have access to independent human rights complaint handling and public inquiries and regulatory processes, and benefit from human rights education, promotion and monitoring, and compliance activities.",Departmental Expenses,Ordinary annual services (Appropriation Bill No. 1),,33129,33501,30750,30895,30929,2024-25 PB Statement AHRC.xlsx,Table 2.1.1 CCE,
Attorney-General's,Australian Human Rights Commission,"Outcome 1: An Australian society in which human rights are respected, protected and promoted through independent investigation and resolution of complaints, exercise of regulatory functions, contributions to law and policy reforms, research, education, partnerships, and monitoring and reporting on human rights","Program 1.1: Australians have access to independent human rights complaint handling and public inquiries and regulatory processes, and benefit from human rights education, promotion and monitoring, and compliance activities.",Departmental Expenses,Payment from related entities,,10775,13972,8433,6003,3213,2024-25 PB Statement AHRC.xlsx,Table 2.1.1 CCE,
Attorney-General's,Australian Human Rights Commission,"Outcome 1: An Australian society in which human rights are respected, protected and promoted through independent investigation and resolution of complaints, exercise of regulatory functions, contributions to law and policy reforms, research, education, partnerships, and monitoring and reporting on human rights","Program 1.1: Australians have access to independent human rights complaint handling and public inquiries and regulatory processes, and benefit from human rights education, promotion and monitoring, and compliance activities.",Departmental Expenses,Expenses not requiring appropriation in the Budget year,,535,0,0,0,0,2024-25 PB Statement AHRC.xlsx,Table 2.1.1 CCE,
Attorney-General's,Australian Human Rights Commission,"Outcome 1: An Australian society in which human rights are respected, protected and promoted through independent investigation and resolution of complaints, exercise of regulatory functions, contributions to law and policy reforms, research, education, partnerships, and monitoring and reporting on human rights","Program 1.1: Australians have access to independent human rights complaint handling and public inquiries and regulatory processes, and benefit from human rights education, promotion and monitoring, and compliance activities.",Departmental Expenses,Revenues from other sources,,1170,700,600,500,400,2024-25 PB Statement AHRC.xlsx,Table 2.1.1 CCE,
Attorney-General's,Australian Institute of Criminology,"Outcome 1: Informed crime and justice policy and practice in Australia by undertaking, funding and disseminating policy-relevant research of national significance",Program 1.1: Australian Institute of Criminology,Departmental Expenses,Departmental appropriation,,5662,5484,5211,5274,5336,2024-25 PB Statement AIC.XLSX,Table 2.X.1 NCCE,
Attorney-General's,Australian Institute of Criminology,"Outcome 1: Informed crime and justice policy and practice in Australia by undertaking, funding and disseminating policy-relevant research of national significance",Program 1.1: Australian Institute of Criminology,Departmental Expenses,Criminology Research Special Account,,1043,593,593,593,593,2024-25 PB Statement AIC.XLSX,Table 2.X.1 NCCE,
Attorney-General's,Australian Institute of Criminology,"Outcome 1: Informed crime and justice policy and practice in Australia by undertaking, funding and disseminating policy-relevant research of national significance",Program 1.1: Australian Institute of Criminology,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,86,75,75,71,76,2024-25 PB Statement AIC.XLSX,Table 2.X.1 NCCE,
Attorney-General's,Australian Law Reform Commission,"Outcome 1: Informed government decisions about the development, reform and harmonisation of Australian laws and related processes through research, analysis, reports and community consultation and education",Program 1.1: Conducting inquiries into aspects of Australian Law and related processes for the purpose of law reform,Departmental Expenses,"Law Reform Special Account - Public Governance, Performance and Accountability Act 2013 s80 (Australian Law Reform Commission Act 1996 s45)",,4473,3034,3137,2884,2975,2024-25 PB Statement ALRC.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Australian Law Reform Commission,"Outcome 1: Informed government decisions about the development, reform and harmonisation of Australian laws and related processes through research, analysis, reports and community consultation and education",Program 1.1: Conducting inquiries into aspects of Australian Law and related processes for the purpose of law reform,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,57,57,57,57,57,2024-25 PB Statement ALRC.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Australian Transaction Reports and Analysis Centre,"Outcome 1: The protection of the financial system from criminal abuse through actionable financial intelligence, risk-based regulation, and collaboration with domestic and international partners",Program 1.1: AUSTRAC,Departmental Expenses,Departmental appropriation,,102775,150098,116495,118525,119693,2024-25 PB Statement ATRAC.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Australian Transaction Reports and Analysis Centre,"Outcome 1: The protection of the financial system from criminal abuse through actionable financial intelligence, risk-based regulation, and collaboration with domestic and international partners",Program 1.1: AUSTRAC,Departmental Expenses,s74 External Revenue,,10096,5847,4442,1879,459,2024-25 PB Statement ATRAC.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Australian Transaction Reports and Analysis Centre,"Outcome 1: The protection of the financial system from criminal abuse through actionable financial intelligence, risk-based regulation, and collaboration with domestic and international partners",Program 1.1: AUSTRAC,Departmental Expenses,Expenses not requiring appropriation in the Budget year,,13170,13894,14387,15349,14899,2024-25 PB Statement ATRAC.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Office of the Director of Public Prosecutions,"Outcome 1: Contribute to a fair, safe and just society by delivering an effective, independent prosecution service in accordance with the Prosecution Policy of the Commonwealth",Program 1.1: An independent service to prosecute alleged offences against the criminal law of the Commonwealth.,Administered Expenses,Ordinary annual services (Appropriation Bill No. 1),,0,0,3078,0,0,2024-25 PB Statement DPP.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Office of the Director of Public Prosecutions,"Outcome 1: Contribute to a fair, safe and just society by delivering an effective, independent prosecution service in accordance with the Prosecution Policy of the Commonwealth",Program 1.1: An independent service to prosecute alleged offences against the criminal law of the Commonwealth.,Administered Expenses,Ordinary annual services (Appropriation Bill No. 2),,0,3000,0,0,0,2024-25 PB Statement DPP.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Office of the Director of Public Prosecutions,"Outcome 1: Contribute to a fair, safe and just society by delivering an effective, independent prosecution service in accordance with the Prosecution Policy of the Commonwealth",Program 1.1: An independent service to prosecute alleged offences against the criminal law of the Commonwealth.,Departmental Expenses,Departmental appropriation,,103341,131369,113015,96815,98219,2024-25 PB Statement DPP.xlsx,Table 2.1.1 NCCE,
Attorney-General's,Office of the Director of Public Prosecutions,"Outcome 1: Contribute to a fair, safe and just society by delivering an effective, independent prosecution service in accordance with the Prosecution Policy of the Commonwealth",Program 1.1: An independent service to prosecute alleged offences against the criminal law of the Commonwealth.,Departmental Expenses,s74 External Revenue,,11608,11070,11070,11070,9030,2024-25 PB Statement DPP.xlsx,Table 2.1.1 NCCE,
